Platform,Hotel Name,Price,City,Country,Hotel Star,Guest Rating,Checkin Date,Checkout Date,Cleaned Name,Cluster,Segmentation
tripcom,The Alana Surabaya,636274,Surabaya,Indonesia,4,9.2,2025-10-18,2025-10-19,alana surabaya the,0,Mid-Range
agoda,"Four Points by Sheraton Surabaya, Tunjungan Plaza",636364,Surabaya,Indonesia,4,9.5,2025-09-30,2025-10-01,by four plaza points sheraton surabaya tunjungan,0,Mid-Range
traveloka,Hotel Chanti Managed by TENTREM Hotel Management Indonesia,636364,Semarang,Indonesia,4,8.8,2025-09-28,2025-09-29,by chanti indonesia managed management tentrem,0,Mid-Range
agoda,Kokoon Hotel Surabaya,636364,Surabaya,Indonesia,4,8.5,2025-09-26,2025-09-27,kokoon surabaya,0,Mid-Range
agoda,Concorde Hotel Kuala Lumpur,636413,Kuala Lumpur,Malaysia,4,9.3,2025-09-28,2025-09-29,concorde kuala lumpur,0,Mid-Range
agoda,Bertam Resort & Water Park,636530,Penang,Malaysia,5,9.2,2025-10-02,2025-10-03,bertam park water,0,Mid-Range
agoda,Cityloog Hotel Tebet Jakarta,636720,Jakarta,Indonesia,5,8.8,2025-09-30,2025-10-01,cityloog jakarta tebet,0,Mid-Range
traveloka,VIB Best Western Sanam Pao,636803,Bangkok,Thailand,3,8.9,2025-10-05,2025-10-06,best pao sanam vib western,1,Budget
tiketcom,FULMAR Pasteur,636961,Bandung,Indonesia,3,9.2,2025-10-17,2025-10-18,fulmar pasteur,1,Budget
traveloka,Grand Rohan Jogja,637187,Yogyakarta,Indonesia,4,9.6,2025-10-04,2025-10-05,grand jogja rohan,0,Mid-Range
traveloka,Grand Zuri Malioboro Yogyakarta,637387,Yogyakarta,Indonesia,4,8.7,2025-10-05,2025-10-06,grand malioboro yogyakarta zuri,0,Mid-Range
tripcom,Holiday Inn Express Jakarta Wahid Hasyim,637656,Jakarta,Indonesia,3,8.1,2025-10-19,2025-10-20,express hasyim holiday jakarta wahid,1,Budget
