date,airline,departure_time,arrival_time,duration,transit,price,origin,destination,seat_class,baggage,city,duration_minutes,airline_encoded,seat_class_encoded,cluster,cluster_label
08/12/25,AirAsia,08:25,11:10,1h 45m,0,1401500.0,CGK,SIN,Economy,10,Singapura,105,0,1,0,Budget Flight
08/12/25,AirAsia,11:10,14:00,1h 50m,0,1229000.0,CGK,SIN,Economy,10,Singapura,110,0,1,0,Budget Flight
08/12/25,AirAsia,11:50,12:35,1h 45m,0,923342.0,SIN,CGK,Economy,10,Jakarta,105,0,1,0,Budget Flight
08/12/25,AirAsia,14:40,15:30,1h 50m,0,923342.0,SIN,CGK,Economy,10,Jakarta,110,0,1,0,Budget Flight
08/12/25,AirAsia,16:30,19:20,1h 50m,0,986145.0,CGK,SIN,Economy,10,Singapura,110,0,1,0,Budget Flight
08/12/25,AirAsia,19:25,07:05,10h 40m,1,1547769.0,CGK,SIN,Economy,10,Singapura,640,0,1,0,Budget Flight
08/12/25,AirAsia,21:15,08:20,10h 5m,1,1547769.0,CGK,SIN,Economy,10,Singapura,605,0,1,0,Budget Flight
08/12/25,Batik Air,05:00,06:20,1h 20m,0,2754189.0,SUB,HLP,Business,30,Jakarta,80,8,0,2,Mid-range Flight
08/12/25,Batik Air,05:05,06:35,1h 30m,0,1740598.0,SUB,CGK,Business,30,Jakarta,90,8,0,2,Mid-range Flight
08/12/25,Batik Air,05:05,08:45,3h 40m,1,2946880.0,SUB,SRG,Business,10,Semarang,220,8,0,0,Budget Flight
08/12/25,Batik Air,05:15,07:15,1h 0m,0,570572.0,SUB,DPS,Economy,20,Bali,60,8,1,0,Budget Flight
08/12/25,Batik Air,05:25,06:50,1h 25m,0,2740826.0,HLP,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
08/12/25,Batik Air,06:00,07:30,1h 30m,0,1807434.0,CGK,SUB,Business,30,Surabaya,90,8,0,2,Mid-range Flight
08/12/25,Batik Air,06:20,08:20,1h 0m,0,1045980.0,SUB,DPS,Business,30,Bali,60,8,0,2,Mid-range Flight
08/12/25,Batik Air,07:00,15:00,8h 0m,1,2958530.0,SRG,SUB,Business,30,Surabaya,480,8,0,2,Mid-range Flight
08/12/25,Batik Air,07:45,10:30,1h 45m,0,1327600.0,CGK,SIN,Economy,20,Singapura,105,8,1,0,Budget Flight
08/12/25,Batik Air,07:50,11:30,3h 40m,1,3266242.0,SUB,SRG,Business,10,Semarang,220,8,0,0,Budget Flight
08/12/25,Batik Air,08:00,09:30,1h 30m,0,2790193.0,CGK,SUB,Business,30,Surabaya,90,8,0,2,Mid-range Flight
08/12/25,Batik Air,08:30,10:00,1h 30m,0,2752045.0,SUB,CGK,Business,30,Jakarta,90,8,0,2,Mid-range Flight
08/12/25,Batik Air,08:40,20:40,11h 0m,1,5410500.0,SUB,SIN,Business,10,Singapura,660,8,0,1,High-end Flight
08/12/25,Batik Air,08:50,10:15,1h 25m,0,2740826.0,HLP,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
08/12/25,Batik Air,09:15,20:40,10h 25m,1,4910100.0,CGK,SIN,Business,10,Singapura,625,8,0,1,High-end Flight
08/12/25,Batik Air,09:30,10:55,1h 25m,0,2740826.0,HLP,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
08/12/25,Batik Air,09:30,13:30,4h,1,2941343.0,SRG,SUB,Business,10,Surabaya,240,8,0,0,Budget Flight
08/12/25,Batik Air,10:55,12:15,1h 20m,0,2754189.0,SUB,HLP,Business,30,Jakarta,80,8,0,2,Mid-range Flight
08/12/25,Batik Air,11:00,13:45,1h 45m,0,1327600.0,CGK,SIN,Economy,20,Singapura,105,8,1,0,Budget Flight
08/12/25,Batik Air,11:20,12:10,1h 50m,0,4630300.0,SIN,CGK,Business,30,Jakarta,110,8,0,2,Mid-range Flight
08/12/25,Batik Air,11:35,12:55,1h 20m,0,1802380.0,SUB,CGK,Business,30,Jakarta,80,8,0,2,Mid-range Flight
08/12/25,Batik Air,11:35,12:55,1h 20m,0,2754189.0,SUB,HLP,Business,30,Jakarta,80,8,0,2,Mid-range Flight
08/12/25,Batik Air,12:30,15:15,1h 45m,0,1327600.0,CGK,SIN,Economy,20,Singapura,105,8,1,0,Budget Flight
08/12/25,Batik Air,13:35,15:00,1h 25m,0,1763600.0,CGK,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
08/12/25,Batik Air,13:35,15:00,1h 25m,0,2740826.0,HLP,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
08/12/25,Batik Air,15:20,16:50,1h 30m,0,2790193.0,CGK,SUB,Business,30,Surabaya,90,8,0,2,Mid-range Flight
08/12/25,Batik Air,15:40,17:00,1h 20m,0,1802380.0,SUB,CGK,Business,30,Jakarta,80,8,0,2,Mid-range Flight
08/12/25,Batik Air,15:40,17:00,1h 20m,0,2754189.0,SUB,HLP,Business,30,Jakarta,80,8,0,2,Mid-range Flight
08/12/25,Batik Air,16:25,17:55,1h 30m,0,2752045.0,SUB,CGK,Business,30,Jakarta,90,8,0,2,Mid-range Flight
08/12/25,Batik Air,16:35,18:00,1h 25m,0,1763600.0,CGK,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
08/12/25,Batik Air,16:35,18:00,1h 25m,0,2740826.0,HLP,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
08/12/25,Batik Air,17:00,18:30,1h 30m,0,1774538.0,CGK,SUB,Business,30,Surabaya,90,8,0,2,Mid-range Flight
08/12/25,Batik Air,17:30,18:20,1h 50m,0,4630300.0,SIN,CGK,Business,30,Jakarta,110,8,0,2,Mid-range Flight
08/12/25,Batik Air,17:30,19:00,1h 30m,0,2752045.0,SUB,CGK,Business,30,Jakarta,90,8,0,2,Mid-range Flight
08/12/25,Batik Air,17:45,20:30,1h 45m,0,1013594.0,CGK,SIN,Economy,20,Singapura,105,8,1,0,Budget Flight
08/12/25,Batik Air,18:30,21:15,1h 45m,0,1327600.0,CGK,SIN,Economy,20,Singapura,105,8,1,0,Budget Flight
08/12/25,Batik Air,18:40,20:00,1h 20m,0,1802380.0,SUB,CGK,Business,30,Jakarta,80,8,0,2,Mid-range Flight
08/12/25,Batik Air,18:40,20:00,1h 20m,0,2754189.0,SUB,HLP,Business,30,Jakarta,80,8,0,2,Mid-range Flight
08/12/25,Batik Air,18:45,18:45,1h 0m,0,656175.0,DPS,SUB,Economy,20,Surabaya,60,8,1,0,Budget Flight
08/12/25,Batik Air,19:15,20:45,1h 30m,0,2752045.0,SUB,CGK,Business,30,Jakarta,90,8,0,2,Mid-range Flight
08/12/25,Batik Air,20:00,21:30,1h 30m,0,1774538.0,CGK,SUB,Business,30,Surabaya,90,8,0,2,Mid-range Flight
08/12/25,Batik Air,20:15,21:40,1h 25m,0,1763600.0,CGK,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
08/12/25,Batik Air,20:15,21:40,1h 25m,0,2740826.0,HLP,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
08/12/25,Batik Air,20:30,20:30,1h 0m,0,615808.0,DPS,SUB,Economy,20,Surabaya,60,8,1,0,Budget Flight
08/12/25,Batik Air,21:25,22:15,1h 50m,0,4630300.0,SIN,CGK,Business,30,Jakarta,110,8,0,2,Mid-range Flight
08/12/25,Batik Air,22:10,23:00,1h 50m,0,4630300.0,SIN,CGK,Business,30,Jakarta,110,8,0,2,Mid-range Flight
08/12/25,Citilink,05:00,07:05,1h 5m,0,553791.0,SUB,DPS,Economy,15,Bali,65,12,1,0,Budget Flight
08/12/25,Citilink,05:25,06:55,1h 30m,0,1047248.0,CGK,SUB,Economy,15,Surabaya,90,12,1,0,Budget Flight
08/12/25,Citilink,07:05,07:10,1h 5m,0,619368.0,DPS,SUB,Economy,15,Surabaya,65,12,1,0,Budget Flight
08/12/25,Citilink,08:05,08:10,1h 5m,0,647739.0,DPS,SUB,Economy,15,Surabaya,65,12,1,0,Budget Flight
08/12/25,Citilink,10:10,11:00,1h 50m,0,1396602.0,SIN,CGK,Economy,10,Jakarta,110,12,1,0,Budget Flight
08/12/25,Citilink,10:20,11:45,1h 25m,0,1008212.0,SUB,CGK,Economy,10,Jakarta,85,12,1,0,Budget Flight
08/12/25,Citilink,13:05,14:40,1h 35m,0,980384.0,CGK,SUB,Economy,10,Surabaya,95,12,1,0,Budget Flight
08/12/25,Citilink,14:50,16:25,1h 35m,0,980384.0,CGK,SUB,Economy,10,Surabaya,95,12,1,0,Budget Flight
08/12/25,Citilink,16:45,18:45,1h 0m,0,624372.0,SUB,DPS,Economy,15,Bali,60,12,1,0,Budget Flight
08/12/25,Citilink,17:10,20:00,1h 50m,0,1187600.0,CGK,SIN,Economy,10,Singapura,110,12,1,0,Budget Flight
08/12/25,Citilink,17:15,18:50,1h 35m,0,980384.0,CGK,SUB,Economy,10,Surabaya,95,12,1,0,Budget Flight
08/12/25,Citilink,19:20,19:30,1h 10m,0,645133.0,DPS,SUB,Economy,10,Surabaya,70,12,1,0,Budget Flight
08/12/25,Citilink,20:10,22:10,1h 0m,0,645016.0,SUB,DPS,Economy,10,Bali,60,12,1,0,Budget Flight
08/12/25,Citilink,20:50,22:25,1h 35m,0,1008212.0,SUB,CGK,Economy,10,Jakarta,95,12,1,0,Budget Flight
08/12/25,Garuda Indonesia,05:50,08:35,1h 45m,0,2369600.0,CGK,SIN,Economy,30,Singapura,105,19,1,0,Budget Flight
08/12/25,Garuda Indonesia,06:55,07:55,2h 0m,0,3254365.0,SIN,CGK,Economy,30,Jakarta,120,19,1,0,Budget Flight
08/12/25,Garuda Indonesia,07:05,14:30,7h 25m,1,14907130.0,SRG,SUB,Business,10,Surabaya,445,19,0,1,High-end Flight
08/12/25,Garuda Indonesia,07:05,10:25,2h 20m,0,3157766.0,SUB,SIN,Economy,30,Singapura,140,19,1,0,Budget Flight
08/12/25,Garuda Indonesia,09:45,13:45,4h,1,18046573.0,SRG,SUB,Business,30,Surabaya,240,19,0,1,High-end Flight
08/12/25,Garuda Indonesia,15:15,16:45,1h 30m,0,1386641.0,SUB,HLP,Economy,20,Jakarta,90,19,1,0,Budget Flight
08/12/25,Garuda Indonesia,15:30,16:30,2h 0m,0,15015126.0,SIN,CGK,Business,40,Jakarta,120,19,0,1,High-end Flight
08/12/25,Garuda Indonesia,16:55,17:10,1h 15m,0,6324038.0,DPS,SUB,Business,30,Surabaya,75,19,0,2,Mid-range Flight
08/12/25,Garuda Indonesia,21:30,22:35,2h 5m,0,4508505.0,SIN,CGK,Economy,30,Jakarta,125,19,1,0,Budget Flight
08/12/25,Lion Air,03:30,05:00,1h 30m,0,939180.0,CGK,SUB,Economy,10,Surabaya,90,24,1,0,Budget Flight
08/12/25,Lion Air,07:00,07:00,1h 0m,0,619400.0,DPS,SUB,Economy,10,Surabaya,60,24,1,0,Budget Flight
08/12/25,Lion Air,07:00,10:35,3h 35m,1,1539530.0,SRG,SUB,Economy,10,Surabaya,215,24,1,0,Budget Flight
08/12/25,Lion Air,07:40,09:10,1h 30m,0,992274.0,SUB,CGK,Economy,10,Jakarta,90,24,1,0,Budget Flight
08/12/25,Lion Air,07:55,09:55,1h 0m,0,531478.0,SUB,DPS,Economy,10,Bali,60,24,1,0,Budget Flight
08/12/25,Lion Air,08:20,12:45,4h 25m,1,1510690.0,SUB,SRG,Economy,10,Semarang,265,24,1,0,Budget Flight
08/12/25,Lion Air,09:00,10:30,1h 30m,0,852433.0,CGK,SUB,Economy,10,Surabaya,90,24,1,0,Budget Flight
08/12/25,Lion Air,10:35,10:35,1h 0m,0,619400.0,DPS,SUB,Economy,10,Surabaya,60,24,1,0,Budget Flight
08/12/25,Lion Air,10:50,12:20,1h 30m,0,875500.0,CGK,SUB,Economy,10,Surabaya,90,24,1,0,Budget Flight
08/12/25,Lion Air,11:00,12:30,1h 30m,0,886458.0,SUB,CGK,Economy,10,Jakarta,90,24,1,0,Budget Flight
08/12/25,Lion Air,11:15,13:15,1h 0m,0,531478.0,SUB,DPS,Economy,10,Bali,60,24,1,0,Budget Flight
08/12/25,Lion Air,11:15,15:00,3h 45m,1,1589480.0,SUB,SRG,Economy,10,Semarang,225,24,1,0,Budget Flight
08/12/25,Lion Air,12:20,14:20,1h 0m,0,531478.0,SUB,DPS,Economy,10,Bali,60,24,1,0,Budget Flight
08/12/25,Lion Air,13:30,15:00,1h 30m,0,939965.0,SUB,CGK,Economy,10,Jakarta,90,24,1,0,Budget Flight
08/12/25,Lion Air,13:55,13:55,1h,0,603847.0,DPS,SUB,Economy,10,Surabaya,60,24,1,0,Budget Flight
08/12/25,Lion Air,14:40,16:10,1h 30m,0,831191.0,CGK,SUB,Economy,10,Surabaya,90,24,1,0,Budget Flight
08/12/25,Lion Air,15:45,20:30,4h 45m,1,1564786.0,SRG,SUB,Economy,10,Surabaya,285,24,1,0,Budget Flight
08/12/25,Lion Air,17:05,19:05,1h 0m,0,613619.0,SUB,DPS,Economy,10,Bali,60,24,1,0,Budget Flight
08/12/25,Lion Air,18:50,20:20,1h 30m,0,831191.0,CGK,SUB,Economy,10,Surabaya,90,24,1,0,Budget Flight
08/12/25,Lion Air,19:45,19:45,1h 0m,0,531478.0,DPS,SUB,Economy,10,Surabaya,60,24,1,0,Budget Flight
08/12/25,Lion Air,20:00,21:30,1h 30m,0,861724.0,SUB,CGK,Economy,10,Jakarta,90,24,1,0,Budget Flight
08/12/25,Lion Air,20:30,20:30,1h,0,520115.0,DPS,SUB,Economy,10,Surabaya,60,24,1,0,Budget Flight
08/12/25,Lion Air,21:00,22:30,1h 30m,0,861743.0,SUB,CGK,Economy,10,Jakarta,90,24,1,0,Budget Flight
08/12/25,Malaysia Airlines,04:25,16:40,11h 15m,1,1653000.0,CGK,SIN,Economy,25,Singapura,675,29,1,0,Budget Flight
08/12/25,Malaysia Airlines,06:00,17:05,12h 5m,1,6003235.0,SIN,SUB,Business,20,Surabaya,725,29,0,1,High-end Flight
08/12/25,Malaysia Airlines,09:40,16:40,6h 0m,1,1653000.0,CGK,SIN,Economy,25,Singapura,360,29,1,0,Budget Flight
08/12/25,Malaysia Airlines,15:40,09:05,16h 25m,1,1240400.0,CGK,SIN,Economy,25,Singapura,985,29,1,0,Budget Flight
08/12/25,Malaysia Airlines,18:05,09:05,14h 0m,1,1509000.0,SUB,SIN,Economy,20,Singapura,840,29,1,0,Budget Flight
08/12/25,Malaysia Airlines,18:15,23:05,5h 50m,1,2104041.0,SIN,CGK,Economy,10,Jakarta,350,29,1,0,Budget Flight
08/12/25,Malaysia Airlines,19:55,09:05,12h 10m,1,1125000.0,CGK,SIN,Economy,20,Singapura,730,29,1,0,Budget Flight
08/12/25,Pelita Air,07:55,10:45,1h 50m,0,1249000.0,CGK,SIN,Economy,20,Singapura,110,31,1,0,Budget Flight
08/12/25,Pelita Air,09:00,16:55,6h 55m,1,5637280.0,SUB,DPS,Business,25,Bali,415,31,0,1,High-end Flight
08/12/25,Pelita Air,11:40,12:25,1h 45m,0,1451819.0,SIN,CGK,Economy,20,Jakarta,105,31,1,0,Budget Flight
08/12/25,Pelita Air,14:25,16:00,1h 35m,0,971271.0,CGK,SUB,Economy,10,Surabaya,95,31,1,0,Budget Flight
08/12/25,Pelita Air,17:15,18:50,1h 35m,0,971271.0,CGK,SUB,Economy,10,Surabaya,95,31,1,0,Budget Flight
08/12/25,Scoot,07:30,09:00,2h 30m,0,1668195.0,SIN,SUB,Economy,10,Surabaya,150,33,1,0,Budget Flight
08/12/25,Scoot,09:35,12:25,1h 50m,0,1385116.0,CGK,SIN,Economy,10,Singapura,110,33,1,0,Budget Flight
08/12/25,Scoot,09:45,13:05,2h 20m,0,3139714.0,SUB,SIN,Economy,10,Singapura,140,33,1,0,Budget Flight
08/12/25,Scoot,11:20,14:05,1h 45m,0,1385116.0,CGK,SIN,Economy,10,Singapura,105,33,1,0,Budget Flight
08/12/25,Scoot,20:10,23:00,1h 50m,0,1385116.0,CGK,SIN,Economy,10,Singapura,110,33,1,0,Budget Flight
08/12/25,Scoot,22:10,01:00,1h 50m,0,1385116.0,CGK,SIN,Economy,10,Singapura,110,33,1,0,Budget Flight
08/12/25,Singapore Airlines,05:25,08:05,1h 40m,0,9304169.0,CGK,SIN,Business,40,Singapura,100,35,0,1,High-end Flight
08/12/25,Singapore Airlines,06:50,07:35,1h 45m,0,11979167.0,SIN,CGK,Business,40,Jakarta,105,35,0,1,High-end Flight
08/12/25,Singapore Airlines,07:50,09:20,2h 30m,0,2555017.0,SIN,SUB,Economy,25,Surabaya,150,35,1,0,Budget Flight
08/12/25,Singapore Airlines,10:15,13:35,2h 20m,0,6917389.0,SUB,SIN,Business,40,Singapura,140,35,0,2,Mid-range Flight
08/12/25,Singapore Airlines,14:10,15:40,2h 30m,0,19262565.0,SIN,SUB,Business,40,Surabaya,150,35,0,1,High-end Flight
08/12/25,Super Air Jet,13:30,15:30,1h 0m,0,583539.0,SUB,DPS,Economy,15,Bali,60,36,1,0,Budget Flight
08/12/25,TransNusa,07:45,10:40,1h 55m,0,1249000.0,CGK,SIN,Economy,20,Singapura,115,37,1,0,Budget Flight
08/12/25,TransNusa,11:40,12:25,1h 45m,0,1404000.0,SIN,CGK,Economy,20,Jakarta,105,37,1,0,Budget Flight
08/12/25,TransNusa,11:45,14:40,1h 55m,0,1249000.0,CGK,SIN,Economy,20,Singapura,115,37,1,0,Budget Flight
08/12/25,Wings Air,10:00,11:10,1h 10m,0,899480.0,SRG,SUB,Economy,10,Surabaya,70,38,1,0,Budget Flight
08/12/25,Wings Air,14:30,15:25,55m,0,804482.0,SUB,SRG,Economy,10,Semarang,55,38,1,0,Budget Flight
09/12/25,AirAsia,08:25,11:10,1h 45m,0,1401500.0,CGK,SIN,Economy,10,Singapura,105,0,1,0,Budget Flight
09/12/25,AirAsia,11:10,14:00,1h 50m,0,1221500.0,CGK,SIN,Economy,10,Singapura,110,0,1,0,Budget Flight
09/12/25,AirAsia,11:20,11:20,5h 40m,1,2152086.0,SUB,SIN,Economy,20,Singapura,340,0,1,0,Budget Flight
09/12/25,AirAsia,11:50,12:35,1h 45m,0,923164.0,SIN,CGK,Economy,10,Jakarta,105,0,1,0,Budget Flight
09/12/25,AirAsia,13:25,13:25,5h 15m,1,2287646.0,SUB,SIN,Economy,20,Singapura,315,0,1,0,Budget Flight
09/12/25,AirAsia,14:40,15:30,1h 50m,0,923164.0,SIN,CGK,Economy,10,Jakarta,110,0,1,0,Budget Flight
09/12/25,AirAsia,14:55,14:55,5h 30m,1,3372120.0,SIN,SUB,Economy,20,Surabaya,330,0,1,0,Budget Flight
09/12/25,AirAsia,16:30,19:20,1h 50m,0,986145.0,CGK,SIN,Economy,10,Singapura,110,0,1,0,Budget Flight
09/12/25,AirAsia,20:00,20:45,1h 45m,0,923342.0,SIN,CGK,Economy,10,Jakarta,105,0,1,0,Budget Flight
09/12/25,AirAsia,21:15,07:05,8h 50m,1,1508081.0,CGK,SIN,Economy,10,Singapura,530,0,1,0,Budget Flight
09/12/25,"AirAsia , Batik Air",08:40,08:40,6h 30m,1,2050417.0,SUB,SIN,Economy,20,Singapura,390,1,1,0,Budget Flight
09/12/25,"AirAsia , Batik Air",12:30,12:30,5h 40m,1,3219532.0,SIN,SUB,Economy,20,Surabaya,340,1,1,0,Budget Flight
09/12/25,"AirAsia , Batik Air",13:25,13:25,6h 15m,1,2101168.0,SUB,SIN,Economy,20,Singapura,375,1,1,0,Budget Flight
09/12/25,"AirAsia , Batik Air",14:10,14:10,5h 55m,1,3406010.0,SIN,SUB,Economy,20,Surabaya,355,1,1,0,Budget Flight
09/12/25,"AirAsia , Citilink",10:35,10:35,6h 10m,1,3202671.0,SIN,SUB,Economy,20,Surabaya,370,2,1,0,Budget Flight
09/12/25,"AirAsia , Lion Air",07:00,07:00,4h 30m,1,2423205.0,DPS,SUB,Economy,10,Surabaya,270,3,1,0,Budget Flight
09/12/25,"AirAsia , Lion Air",10:40,10:40,3h 50m,1,2168948.0,SUB,DPS,Economy,10,Bali,230,3,1,0,Budget Flight
09/12/25,"AirAsia , Lion Air",11:50,11:50,5h 20m,1,3761769.0,SIN,SUB,Economy,20,Surabaya,320,3,1,0,Budget Flight
09/12/25,"AirAsia , Malaysia Airlines",17:40,17:40,5h 50m,1,2253756.0,SUB,SIN,Economy,20,Singapura,350,4,1,0,Budget Flight
09/12/25,"AirAsia , Scoot",13:25,13:25,6h,1,2168948.0,SUB,SIN,Economy,20,Singapura,360,6,1,0,Budget Flight
09/12/25,"AirAsia , Super Air Jet",10:35,10:35,6h 35m,1,3134891.0,SIN,SUB,Economy,20,Surabaya,395,7,1,0,Budget Flight
09/12/25,Batik Air,05:00,06:20,1h 20m,0,1802380.0,SUB,CGK,Business,30,Jakarta,80,8,0,2,Mid-range Flight
09/12/25,Batik Air,05:00,06:20,1h 20m,0,1835471.0,SUB,HLP,Business,30,Jakarta,80,8,0,2,Mid-range Flight
09/12/25,Batik Air,05:00,05:00,7h 45m,1,6930550.0,SUB,SIN,Business,30,Singapura,465,8,0,1,High-end Flight
09/12/25,Batik Air,05:05,06:35,1h 30m,0,938645.0,SUB,CGK,Economy,20,Jakarta,90,8,1,0,Budget Flight
09/12/25,Batik Air,05:05,13:35,7h 30m,1,5150280.0,SUB,DPS,Business,30,Bali,450,8,0,1,High-end Flight
09/12/25,Batik Air,05:05,15:15,9h 10m,1,5391180.0,SUB,SIN,Business,30,Singapura,550,8,0,1,High-end Flight
09/12/25,Batik Air,05:05,08:45,3h 40m,1,2946880.0,SUB,SRG,Business,10,Semarang,220,8,0,0,Budget Flight
09/12/25,Batik Air,05:15,11:30,5h 15m,1,1314800.0,CGK,SIN,Economy,10,Singapura,315,8,1,0,Budget Flight
09/12/25,Batik Air,05:15,07:15,1h 0m,0,537705.0,SUB,DPS,Economy,20,Bali,60,8,1,0,Budget Flight
09/12/25,Batik Air,05:15,05:15,10h 15m,1,5879966.0,SUB,SIN,Business,30,Singapura,615,8,0,1,High-end Flight
09/12/25,Batik Air,05:25,06:50,1h 25m,0,1761217.0,HLP,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
09/12/25,Batik Air,06:00,07:30,1h 30m,0,1807434.0,CGK,SUB,Business,30,Surabaya,90,8,0,2,Mid-range Flight
09/12/25,Batik Air,06:20,08:20,1h 0m,0,571889.0,SUB,DPS,Economy,20,Bali,60,8,1,0,Budget Flight
09/12/25,Batik Air,06:20,06:20,9h 10m,1,5879966.0,SUB,SIN,Business,30,Singapura,550,8,0,1,High-end Flight
09/12/25,Batik Air,07:00,13:30,6h 30m,1,2958530.0,SRG,SUB,Business,30,Surabaya,390,8,0,2,Mid-range Flight
09/12/25,Batik Air,07:30,08:50,1h 20m,0,1802380.0,SUB,CGK,Business,30,Jakarta,80,8,0,2,Mid-range Flight
09/12/25,Batik Air,07:30,08:50,1h 20m,0,2778762.0,SUB,HLP,Business,30,Jakarta,80,8,0,2,Mid-range Flight
09/12/25,Batik Air,07:30,07:30,7h 25m,1,5557929.0,SUB,SRG,Business,30,Semarang,445,8,0,1,High-end Flight
09/12/25,Batik Air,07:45,10:30,1h 45m,0,1327600.0,CGK,SIN,Economy,20,Singapura,105,8,1,0,Budget Flight
09/12/25,Batik Air,07:50,07:50,3h 40m,1,2846744.0,SUB,SRG,Economy,20,Semarang,220,8,1,0,Budget Flight
09/12/25,Batik Air,08:00,08:00,1h 30m,0,2457095.0,CGK,SUB,Business,30,Surabaya,90,8,0,2,Mid-range Flight
09/12/25,Batik Air,08:30,08:30,1h 30m,0,2457095.0,SUB,CGK,Business,30,Jakarta,90,8,0,2,Mid-range Flight
09/12/25,Batik Air,08:30,21:15,11h 45m,1,5391180.0,SUB,SIN,Business,30,Singapura,705,8,0,1,High-end Flight
09/12/25,Batik Air,08:30,08:30,9h 05m,1,3863439.0,SUB,SRG,Business,30,Semarang,545,8,0,1,High-end Flight
09/12/25,Batik Air,08:40,08:40,6h 30m,1,1982637.0,SUB,SIN,Economy,20,Singapura,390,8,1,0,Budget Flight
09/12/25,Batik Air,08:50,10:15,1h 25m,0,1763600.0,CGK,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
09/12/25,Batik Air,08:50,10:15,1h 25m,0,2716589.0,HLP,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
09/12/25,Batik Air,09:15,09:15,5h 55m,1,1474290.0,CGK,SIN,Business,30,Singapura,355,8,0,2,Mid-range Flight
09/12/25,Batik Air,09:30,10:55,1h 25m,0,1763600.0,CGK,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
09/12/25,Batik Air,09:30,10:55,1h 25m,0,2716589.0,HLP,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
09/12/25,Batik Air,09:30,13:30,4h,1,2941343.0,SRG,SUB,Business,10,Surabaya,240,8,0,0,Budget Flight
09/12/25,Batik Air,10:10,10:10,1h 30m,0,1863939.0,SUB,CGK,Economy,20,Jakarta,90,8,1,0,Budget Flight
09/12/25,Batik Air,10:10,21:15,10h 5m,1,5391180.0,SUB,SIN,Business,30,Singapura,605,8,0,1,High-end Flight
09/12/25,Batik Air,10:10,10:10,7h 25m,1,3863439.0,SUB,SRG,Business,30,Semarang,445,8,0,1,High-end Flight
09/12/25,Batik Air,10:15,10:15,4h 45m,1,3846577.0,SRG,SUB,Business,30,Surabaya,285,8,0,2,Mid-range Flight
09/12/25,Batik Air,10:30,19:05,9h 35m,1,5089000.0,SIN,SUB,Business,10,Surabaya,575,8,0,1,High-end Flight
09/12/25,Batik Air,10:55,12:15,1h 20m,0,1802380.0,SUB,CGK,Business,30,Jakarta,80,8,0,2,Mid-range Flight
09/12/25,Batik Air,10:55,12:15,1h 20m,0,2778762.0,SUB,HLP,Business,30,Jakarta,80,8,0,2,Mid-range Flight
09/12/25,Batik Air,10:55,10:55,6h 40m,1,5490150.0,SUB,SRG,Business,30,Semarang,400,8,0,1,High-end Flight
09/12/25,Batik Air,11:00,11:00,1h 45m,0,1253923.0,CGK,SIN,Business,30,Singapura,105,8,0,2,Mid-range Flight
09/12/25,Batik Air,11:20,11:20,1h 50m,0,2626544.0,SIN,CGK,Economy,20,Jakarta,110,8,1,0,Budget Flight
09/12/25,Batik Air,11:20,11:20,6h 30m,1,6896661.0,SIN,SUB,Business,30,Surabaya,390,8,0,1,High-end Flight
09/12/25,Batik Air,11:35,12:55,1h 20m,0,2778762.0,SUB,HLP,Business,30,Jakarta,80,8,0,2,Mid-range Flight
09/12/25,Batik Air,11:35,11:35,7h 55m,1,6930550.0,SUB,SIN,Business,30,Singapura,475,8,0,1,High-end Flight
09/12/25,Batik Air,11:40,11:40,5h 10m,1,3846577.0,SRG,SUB,Business,30,Surabaya,310,8,0,2,Mid-range Flight
09/12/25,Batik Air,12:00,12:00,1h 30m,0,1999499.0,CGK,SUB,Economy,20,Surabaya,90,8,1,0,Budget Flight
09/12/25,Batik Air,12:15,12:15,4h 35m,1,3846577.0,SRG,SUB,Business,30,Surabaya,275,8,0,2,Mid-range Flight
09/12/25,Batik Air,12:30,20:40,7h 10m,1,1225800.0,CGK,SIN,Economy,10,Singapura,430,8,1,0,Budget Flight
09/12/25,Batik Air,12:30,12:30,7h 35m,1,6676293.0,SIN,SUB,Business,20,Surabaya,455,8,0,1,High-end Flight
09/12/25,Batik Air,13:30,13:30,1h 30m,0,1948747.0,CGK,SUB,Economy,20,Surabaya,90,8,1,0,Budget Flight
09/12/25,Batik Air,13:35,15:00,1h 25m,0,2716589.0,HLP,SUB,Business,30,Surabaya,85,8,0,2,Mid-range Flight
09/12/25,Batik Air,14:10,14:10,1h 30m,0,1863939.0,SUB,CGK,Economy,20,Jakarta,90,8,1,0,Budget Flight
