Platform,Hotel Name,Price,City,Country,Hotel Star,Guest Rating,Checkin Date,Checkout Date,Cleaned Name,Cluster,Segmentation
tiketcom,Luminor Hotel Jemursari By WH with The Best Breakfast in Town and Located Near Surabaya Industrial Estate Rungkut SIER,540741,Surabaya,Indonesia,4,8.8,2025-10-22,2025-10-23,and best breakfast by estate in industrial jemursari located luminor near rungkut sier surabaya the town wh with,0,Best Value
tripcom,Swiss-Belinn Manyar Surabaya,559938,Surabaya,Indonesia,3,9.3,2025-10-22,2025-10-23,manyar surabaya swissbelinn,0,Best Value
tripcom,Kampi Hotel Tunjungan Surabaya,582876,Surabaya,Indonesia,3,9.3,2025-10-22,2025-10-23,kampi surabaya tunjungan,0,Best Value
tripcom,Java Paragon Hotel & Residences,592099,Surabaya,Indonesia,4,9.1,2025-10-22,2025-10-23,java paragon residences,0,Best Value
tripcom,Best Western Papilio Hotel,612722,Surabaya,Indonesia,4,8.8,2025-10-22,2025-10-23,best papilio western,0,Best Value
tripcom,Mercure Surabaya Manyar,614240,Surabaya,Indonesia,4,9.1,2025-10-22,2025-10-23,manyar mercure surabaya,0,Best Value
tripcom,The Alana Surabaya,636274,Surabaya,Indonesia,4,8.3,2025-10-22,2025-10-23,alana surabaya the,0,Best Value
tiketcom,Bumi Surabaya City Resort,733071,Surabaya,Indonesia,5,9.2,2025-10-22,2025-10-23,bumi city surabaya,1,Luxury
tiketcom,Swiss-Belinn Tunjungan Surabaya,733412,Surabaya,Indonesia,3,9.0,2025-10-22,2025-10-23,surabaya swissbelinn tunjungan,0,Best Value
tiketcom,Grand Swiss-Belhotel Darmo Surabaya,739638,Surabaya,Indonesia,5,9.2,2025-10-22,2025-10-23,darmo grand surabaya swissbelhotel,1,Luxury
tiketcom,Whiz Luxe Hotel Spazio Surabaya,742523,Surabaya,Indonesia,5,9.4,2025-10-22,2025-10-23,luxe spazio surabaya whiz,1,Luxury
tripcom,ARTOTEL TS Suites Surabaya,794381,Surabaya,Indonesia,4,9.2,2025-10-22,2025-10-23,artotel suites surabaya ts,0,Best Value
tiketcom,Apartemen Puncak Marina Surabaya,1009394,Surabaya,Indonesia,5,10.0,2025-10-22,2025-10-23,apartemen marina puncak surabaya,1,Luxury
tiketcom,Platinum Hotel Tunjungan Surabaya,1045484,Surabaya,Indonesia,4,9.4,2025-10-22,2025-10-23,platinum surabaya tunjungan,1,Luxury
tiketcom,Wyndham Surabaya,1124168,Surabaya,Indonesia,5,9.2,2025-10-22,2025-10-23,surabaya wyndham,1,Luxury
tripcom,Hotel Ciputra World Surabaya managed by Swiss-Belhotel International,1168500,Surabaya,Indonesia,5,9.4,2025-10-22,2025-10-23,by ciputra international managed surabaya swissbelhotel world,1,Luxury
tripcom,Ascott Waterplace Surabaya,1256114,Surabaya,Indonesia,5,9.3,2025-10-22,2025-10-23,ascott surabaya waterplace,1,Luxury
tripcom,Shangri-La Surabaya,1431430,Surabaya,Indonesia,5,9.1,2025-10-22,2025-10-23,shangrila surabaya,1,Luxury
tripcom,Doubletree By Hilton Surabaya,1441085,Surabaya,Indonesia,5,9.1,2025-10-22,2025-10-23,by doubletree hilton surabaya,1,Luxury
tripcom,"Four Points by Sheraton Surabaya, Pakuwon Indah",1633500,Surabaya,Indonesia,4,9.6,2025-10-22,2025-10-23,by four indah pakuwon points sheraton surabaya,1,Luxury
tripcom,"Four Points by Sheraton Surabaya, Tunjungan Plaza",1669800,Surabaya,Indonesia,4,9.5,2025-10-22,2025-10-23,by four plaza points sheraton surabaya tunjungan,1,Luxury
tripcom,Hotel Majapahit Surabaya - MGallery,1847000,Surabaya,Indonesia,5,9.5,2025-10-22,2025-10-23,majapahit mgallery surabaya,1,Luxury
tripcom,JW Marriott Surabaya,1996500,Surabaya,Indonesia,5,9.2,2025-10-22,2025-10-23,jw marriott surabaya,1,Luxury
tripcom,Sheraton Surabaya Hotel and Towers,2165900,Surabaya,Indonesia,5,9.4,2025-10-22,2025-10-23,and sheraton surabaya towers,1,Luxury
tripcom,The Westin Surabaya,2698300,Surabaya,Indonesia,5,9.5,2025-10-22,2025-10-23,surabaya the westin,1,Luxury
