date,airline,departure_time,arrival_time,duration,transit,price,origin,destination,seat_class,baggage,duration_minutes,airline_encoded,seat_class_encoded,cluster,cluster_label
29/10/25,Garuda Indonesia,18:30,21:50,4h 20m,1,22964800,DPS,SUB,Business,30.0,260,12,0,2,Mid-range Flight
29/10/25,Garuda Indonesia,19:00,20:30,2h 30m,0,7225200,SIN,SUB,Business,40.0,150,12,0,2,Mid-range Flight
29/10/25,Garuda Indonesia,19:00,20:35,1h 35m,0,9743300,SUB,CGK,Business,30.0,95,12,0,2,Mid-range Flight
29/10/25,Garuda Indonesia,19:55,09:10,13h 15m,1,14289400,CGK,SUB,Business,40.0,795,12,0,2,Mid-range Flight
29/10/25,Garuda Indonesia,20:05,21:45,1h 40m,0,9743300,SUB,CGK,Business,30.0,100,12,0,2,Mid-range Flight
29/10/25,Garuda Indonesia,20:15,21:50,1h 35m,0,9794300,CGK,SUB,Business,30.0,95,12,0,2,Mid-range Flight
29/10/25,Garuda Indonesia,21:30,22:35,2h 5m,0,15015126,SIN,CGK,Business,40.0,125,12,0,2,Mid-range Flight
29/10/25,Lion Air,03:30,05:00,1h 30m,0,780427,CGK,SUB,Economy,10.0,90,13,1,0,Budget Flight
29/10/25,Lion Air,07:00,07:00,1h 0m,0,637000,DPS,SUB,Economy,10.0,60,13,1,0,Budget Flight
29/10/25,Lion Air,07:00,10:35,3h 35m,1,1478430,SRG,SUB,Economy,10.0,215,13,1,0,Budget Flight
29/10/25,Lion Air,07:40,09:10,1h 30m,0,834304,SUB,CGK,Economy,10.0,90,13,1,0,Budget Flight
29/10/25,Lion Air,07:40,14:05,5h 25m,1,1729000,SUB,DPS,Economy,10.0,325,13,1,0,Budget Flight
29/10/25,Lion Air,07:55,09:55,1h 0m,0,763200,SUB,DPS,Economy,10.0,60,13,1,0,Budget Flight
29/10/25,Lion Air,08:05,16:10,9h 5m,1,1661700,DPS,SUB,Economy,10.0,545,13,1,0,Budget Flight
29/10/25,Lion Air,08:20,13:45,4h 25m,1,1380000,SUB,DPS,Economy,10.0,265,13,1,0,Budget Flight
29/10/25,Lion Air,08:20,12:45,4h 25m,1,1404580,SUB,SRG,Economy,10.0,265,13,1,0,Budget Flight
29/10/25,Lion Air,09:00,10:30,1h 30m,0,884531,CGK,SUB,Economy,10.0,90,13,1,0,Budget Flight
29/10/25,Lion Air,09:35,16:10,7h 35m,1,1661700,DPS,SUB,Economy,10.0,455,13,1,0,Budget Flight
29/10/25,Lion Air,10:35,10:35,1h 0m,0,575900,DPS,SUB,Economy,10.0,60,13,1,0,Budget Flight
29/10/25,Lion Air,10:50,12:20,1h 30m,0,831191,CGK,SUB,Economy,10.0,90,13,1,0,Budget Flight
29/10/25,Lion Air,11:00,12:30,1h 30m,0,834304,SUB,CGK,Economy,10.0,90,13,1,0,Budget Flight
29/10/25,Lion Air,11:15,13:15,1h 0m,0,525995,SUB,DPS,Economy,10.0,60,13,1,0,Budget Flight
29/10/25,Lion Air,11:15,15:00,3h 45m,1,1567280,SUB,SRG,Economy,10.0,225,13,1,0,Budget Flight
29/10/25,Lion Air,12:20,14:20,1h 0m,0,525995,SUB,DPS,Economy,10.0,60,13,1,0,Budget Flight
29/10/25,Lion Air,13:30,15:00,1h 30m,0,834304,SUB,CGK,Economy,10.0,90,13,1,0,Budget Flight
29/10/25,Lion Air,13:55,13:55,1h 0m,0,618000,DPS,SUB,Economy,10.0,60,13,1,0,Budget Flight
29/10/25,Lion Air,14:40,16:10,1h 30m,0,831191,CGK,SUB,Economy,10.0,90,13,1,0,Budget Flight
29/10/25,Lion Air,17:05,19:05,1h 0m,0,583713,SUB,DPS,Economy,10.0,60,13,1,0,Budget Flight
29/10/25,Lion Air,17:50,19:50,1h 0m,0,610300,SUB,DPS,Economy,10.0,60,13,1,0,Budget Flight
29/10/25,Lion Air,18:50,20:20,1h 30m,0,831191,CGK,SUB,Economy,10.0,90,13,1,0,Budget Flight
29/10/25,Lion Air,20:00,21:30,1h 30m,0,784214,SUB,CGK,Economy,10.0,90,13,1,0,Budget Flight
29/10/25,Lion Air,20:30,20:30,1h 0m,0,529700,DPS,SUB,Economy,10.0,60,13,1,0,Budget Flight
29/10/25,Lion Air,21:00,22:30,1h 30m,0,784214,SUB,CGK,Economy,10.0,90,13,1,0,Budget Flight
29/10/25,"Lion Air , Super Air Jet",07:40,15:55,7h 15m,1,1673800,SUB,DPS,Economy,10.0,435,14,1,0,Budget Flight
29/10/25,"Lion Air , Wings Air",06:00,09:25,2h 25m,1,1784000,SUB,DPS,Economy,10.0,145,15,1,0,Budget Flight
29/10/25,"Lion Air , Wings Air",07:30,08:50,2h 20m,1,1857900,DPS,SUB,Economy,10.0,140,15,1,0,Budget Flight
29/10/25,"Lion Air , Wings Air",09:25,11:40,3h 15m,1,1860100,DPS,SUB,Economy,10.0,195,15,1,0,Budget Flight
29/10/25,"Lion Air , Wings Air",09:50,11:40,2h 50m,1,1840100,DPS,SUB,Economy,10.0,170,15,1,0,Budget Flight
29/10/25,Malaysia Airlines,04:25,18:35,13h 10m,1,1125000,CGK,SIN,Economy,20.0,790,16,1,0,Budget Flight
29/10/25,Malaysia Airlines,06:00,10:10,5h 10m,1,6461000,SIN,CGK,Business,40.0,310,16,0,2,Mid-range Flight
29/10/25,Malaysia Airlines,06:00,14:50,9h 50m,1,2064400,SIN,SUB,Economy,20.0,590,16,1,0,Budget Flight
29/10/25,Malaysia Airlines,09:40,18:35,7h 55m,1,1125000,CGK,SIN,Economy,20.0,475,16,1,0,Budget Flight
29/10/25,Malaysia Airlines,09:55,17:30,8h 35m,1,6461000,SIN,CGK,Business,40.0,515,16,0,2,Mid-range Flight
29/10/25,Malaysia Airlines,09:55,14:50,5h 55m,1,2064400,SIN,SUB,Economy,20.0,355,16,1,0,Budget Flight
29/10/25,Malaysia Airlines,10:00,18:35,7h 35m,1,1389300,SUB,SIN,Economy,20.0,455,16,1,0,Budget Flight
29/10/25,Malaysia Airlines,11:05,17:30,7h 25m,1,6461000,SIN,CGK,Business,40.0,445,16,0,2,Mid-range Flight
29/10/25,Malaysia Airlines,11:05,09:10,23h 5m,1,5959400,SIN,SUB,Business,40.0,1385,16,0,2,Mid-range Flight
29/10/25,Malaysia Airlines,11:10,18:35,6h 25m,1,1125000,CGK,SIN,Economy,20.0,385,16,1,0,Budget Flight
29/10/25,Malaysia Airlines,12:15,18:35,5h 20m,1,1125000,CGK,SIN,Economy,20.0,320,16,1,0,Budget Flight
29/10/25,Malaysia Airlines,15:40,09:05,16h 25m,1,1240400,CGK,SIN,Economy,25.0,985,16,1,0,Budget Flight
29/10/25,Malaysia Airlines,15:50,09:05,16h 15m,1,1424500,SUB,SIN,Economy,20.0,975,16,1,0,Budget Flight
29/10/25,Malaysia Airlines,17:25,09:10,16h 45m,1,2099600,SIN,SUB,Economy,20.0,1005,16,1,0,Budget Flight
29/10/25,Malaysia Airlines,18:25,09:05,13h 40m,1,1125000,CGK,SIN,Economy,20.0,820,16,1,0,Budget Flight
29/10/25,Malaysia Airlines,19:30,23:40,5h 10m,1,6461000,SIN,CGK,Business,40.0,310,16,0,2,Mid-range Flight
29/10/25,Malaysia Airlines,19:30,09:10,14h 40m,1,2064400,SIN,SUB,Economy,20.0,880,16,1,0,Budget Flight
29/10/25,Malaysia Airlines,19:55,09:05,12h 10m,1,1125000,CGK,SIN,Economy,20.0,730,16,1,0,Budget Flight
29/10/25,Malaysia Airlines,21:20,08:30,12h 10m,1,6461000,SIN,CGK,Business,40.0,730,16,0,2,Mid-range Flight
29/10/25,Malaysia Airlines,21:20,09:10,12h 50m,1,2064400,SIN,SUB,Economy,20.0,770,16,1,0,Budget Flight
29/10/25,Pelita Air,06:40,08:15,1h 35m,0,2610400,CGK,SUB,Premium economy,20.0,95,17,3,0,Budget Flight
29/10/25,Pelita Air,07:55,10:45,1h 50m,0,1249000,CGK,SIN,Economy,20.0,110,17,1,0,Budget Flight
29/10/25,Pelita Air,09:00,10:35,1h 35m,0,910764,SUB,CGK,Economy,10.0,95,17,1,0,Budget Flight
29/10/25,Pelita Air,09:00,17:50,7h 50m,1,1831700,SUB,DPS,Economy,20.0,470,17,1,0,Budget Flight
29/10/25,Pelita Air,11:40,12:25,1h 45m,0,1428400,SIN,CGK,Economy,20.0,105,17,1,0,Budget Flight
29/10/25,Pelita Air,13:25,14:55,1h 30m,0,910764,SUB,CGK,Economy,10.0,90,17,1,0,Budget Flight
29/10/25,Pelita Air,14:25,16:00,1h 35m,0,966763,CGK,SUB,Economy,10.0,95,17,1,0,Budget Flight
29/10/25,Pelita Air,18:25,20:00,1h 35m,0,910764,SUB,CGK,Economy,10.0,95,17,1,0,Budget Flight
29/10/25,Scoot,07:30,09:00,2h 30m,0,1665824,SIN,SUB,Economy,10.0,150,18,1,0,Budget Flight
29/10/25,Scoot,09:45,13:05,2h 20m,0,1708091,SUB,SIN,Economy,10.0,140,18,1,0,Budget Flight
29/10/25,Scoot,11:20,14:05,1h 45m,0,1410374,CGK,SIN,Economy,10.0,105,18,1,0,Budget Flight
29/10/25,Scoot,18:25,19:20,1h 55m,0,1750100,SIN,CGK,Economy,30.0,115,18,1,0,Budget Flight
29/10/25,Scoot,20:10,23:00,1h 50m,0,1410374,CGK,SIN,Economy,10.0,110,18,1,0,Budget Flight
29/10/25,Singapore Airlines,05:25,08:05,1h 40m,0,8606154,CGK,SIN,Business,40.0,100,19,0,2,Mid-range Flight
29/10/25,Singapore Airlines,06:50,07:35,1h 45m,0,12941606,SIN,CGK,Business,40.0,105,19,0,2,Mid-range Flight
29/10/25,Singapore Airlines,07:40,08:30,1h 50m,0,12941606,SIN,CGK,Business,40.0,110,19,0,2,Mid-range Flight
29/10/25,Singapore Airlines,07:50,09:20,2h 30m,0,2555017,SIN,SUB,Economy,25.0,150,19,1,0,Budget Flight
29/10/25,Singapore Airlines,08:40,11:20,1h 40m,0,20045000,CGK,SIN,First,50.0,100,19,2,2,Mid-range Flight
29/10/25,Singapore Airlines,10:15,13:35,2h 20m,0,7867509,SUB,SIN,Business,40.0,140,19,0,2,Mid-range Flight
29/10/25,Singapore Airlines,14:10,15:40,2h 30m,0,9574974,SIN,SUB,Business,40.0,150,19,0,2,Mid-range Flight
29/10/25,Singapore Airlines,18:10,20:55,1h 45m,0,20045000,CGK,SIN,First,50.0,105,19,2,2,Mid-range Flight
29/10/25,Singapore Airlines,22:40,23:25,1h 45m,0,30272700,SIN,CGK,First,50.0,105,19,2,2,Mid-range Flight
29/10/25,Super Air Jet,13:30,15:30,1h 0m,0,583539,SUB,DPS,Economy,15.0,60,20,1,0,Budget Flight
29/10/25,Super Air Jet,16:10,16:10,1h 0m,0,575900,DPS,SUB,Economy,10.0,60,20,1,0,Budget Flight
29/10/25,Thai Airways,13:05,22:20,8h 15m,1,7385100,CGK,SIN,Premium economy,35.0,495,21,3,0,Budget Flight
29/10/25,TransNusa,07:45,10:40,1h 55m,0,1249000,CGK,SIN,Economy,20.0,115,22,1,0,Budget Flight
29/10/25,TransNusa,11:40,12:25,1h 45m,0,1372900,SIN,CGK,Economy,20.0,105,22,1,0,Budget Flight
29/10/25,TransNusa,11:45,14:40,1h 55m,0,1249000,CGK,SIN,Economy,20.0,115,22,1,0,Budget Flight
29/10/25,TransNusa,15:30,16:15,1h 45m,0,1607900,SIN,CGK,Economy,20.0,105,22,1,0,Budget Flight
29/10/25,Wings Air,10:00,11:10,1h 10m,0,948280,SRG,SUB,Economy,10.0,70,23,1,0,Budget Flight
29/10/25,Wings Air,14:30,15:25,55m,0,1323461,SUB,SRG,Economy,10.0,55,23,1,0,Budget Flight
30/10/25,AirAsia,08:25,11:10,1h 45m,0,922435,CGK,SIN,Economy,10.0,105,1,1,0,Budget Flight
30/10/25,AirAsia,11:10,14:00,1h 50m,0,922435,CGK,SIN,Economy,10.0,110,1,1,0,Budget Flight
30/10/25,AirAsia,11:50,12:35,1h 45m,0,926770,SIN,CGK,Economy,10.0,105,1,1,0,Budget Flight
30/10/25,AirAsia,14:40,15:30,1h 50m,0,1247148,SIN,CGK,Economy,10.0,110,1,1,0,Budget Flight
30/10/25,AirAsia,16:30,19:20,1h 50m,0,800621,CGK,SIN,Economy,10.0,110,1,1,0,Budget Flight
30/10/25,Batik Air,05:00,06:20,1h 20m,0,1802380,SUB,CGK,Business,30.0,80,5,0,2,Mid-range Flight
30/10/25,Batik Air,05:00,06:20,1h 20m,0,1835471,SUB,HLP,Business,30.0,80,5,0,2,Mid-range Flight
30/10/25,Batik Air,05:05,06:35,1h 30m,0,1774538,SUB,CGK,Business,30.0,90,5,0,2,Mid-range Flight
30/10/25,Batik Air,05:05,13:35,7h 30m,1,5150280,SUB,DPS,Business,30.0,450,5,0,2,Mid-range Flight
30/10/25,Batik Air,05:05,13:45,7h 40m,1,5391180,SUB,SIN,Business,30.0,460,5,0,2,Mid-range Flight
30/10/25,Batik Air,05:05,09:35,4h 30m,1,2964080,SUB,SRG,Business,30.0,270,5,0,2,Mid-range Flight
30/10/25,Batik Air,05:15,07:15,1h 0m,0,571889,SUB,DPS,Economy,20.0,60,5,1,0,Budget Flight
30/10/25,Batik Air,05:25,06:50,1h 25m,0,1763600,CGK,SUB,Business,30.0,85,5,0,2,Mid-range Flight
30/10/25,Batik Air,05:25,06:50,1h 25m,0,1761217,HLP,SUB,Business,30.0,85,5,0,2,Mid-range Flight
30/10/25,Batik Air,06:00,07:30,1h 30m,0,1807434,CGK,SUB,Business,30.0,90,5,0,2,Mid-range Flight
30/10/25,Batik Air,06:20,08:20,1h 0m,0,642723,SUB,DPS,Economy,20.0,60,5,1,0,Budget Flight
30/10/25,Batik Air,07:00,13:30,6h 30m,1,2958530,SRG,SUB,Business,30.0,390,5,0,2,Mid-range Flight
30/10/25,Batik Air,07:30,08:50,1h 20m,0,2778762,SUB,HLP,Business,30.0,80,5,0,2,Mid-range Flight
30/10/25,Batik Air,07:45,10:30,1h 45m,0,3748600,CGK,SIN,Business,30.0,105,5,0,2,Mid-range Flight
30/10/25,Batik Air,07:50,11:30,3h 40m,1,3266242,SUB,SRG,Business,10.0,220,5,0,0,Budget Flight
30/10/25,Batik Air,08:00,09:30,1h 30m,0,1005892,CGK,SUB,Economy,20.0,90,5,1,0,Budget Flight
30/10/25,Batik Air,08:30,20:30,11h 0m,1,5391180,SUB,SIN,Business,30.0,660,5,0,2,Mid-range Flight
30/10/25,Batik Air,08:50,10:15,1h 25m,0,2716589,HLP,SUB,Business,30.0,85,5,0,2,Mid-range Flight
30/10/25,Batik Air,09:30,10:55,1h 25m,0,1763600,CGK,SUB,Business,30.0,85,5,0,2,Mid-range Flight
30/10/25,Batik Air,09:30,10:55,1h 25m,0,2716589,HLP,SUB,Business,30.0,85,5,0,2,Mid-range Flight
30/10/25,Batik Air,09:30,13:30,4h,1,2941343,SRG,SUB,Business,10.0,240,5,0,0,Budget Flight
30/10/25,Batik Air,10:10,11:40,1h 30m,0,2790193,SUB,CGK,Business,30.0,90,5,0,2,Mid-range Flight
30/10/25,Batik Air,10:55,12:15,1h 20m,0,1802380,SUB,CGK,Business,30.0,80,5,0,2,Mid-range Flight
30/10/25,Batik Air,10:55,12:15,1h 20m,0,2778762,SUB,HLP,Business,30.0,80,5,0,2,Mid-range Flight
30/10/25,Batik Air,11:00,13:45,1h 45m,0,1027600,CGK,SIN,Economy,20.0,105,5,1,0,Budget Flight
30/10/25,Batik Air,11:20,12:10,1h 50m,0,1435600,SIN,CGK,Economy,20.0,110,5,1,0,Budget Flight
30/10/25,Batik Air,11:35,12:55,1h 20m,0,2778762,SUB,HLP,Business,30.0,80,5,0,2,Mid-range Flight
30/10/25,Batik Air,12:30,20:40,7h 10m,1,1226100,CGK,SIN,Economy,10.0,430,5,1,0,Budget Flight
30/10/25,Batik Air,12:30,19:05,7h 35m,1,5089000,SIN,SUB,Business,10.0,455,5,0,0,Budget Flight
30/10/25,Batik Air,13:35,15:00,1h 25m,0,2716589,HLP,SUB,Business,30.0,85,5,0,2,Mid-range Flight
30/10/25,Batik Air,14:45,15:35,1h 50m,0,4630600,SIN,CGK,Business,30.0,110,5,0,2,Mid-range Flight
30/10/25,Batik Air,15:20,16:50,1h 30m,0,2765519,CGK,SUB,Business,30.0,90,5,0,2,Mid-range Flight
30/10/25,Batik Air,15:40,17:00,1h 20m,0,1802380,SUB,CGK,Business,30.0,80,5,0,2,Mid-range Flight
30/10/25,Batik Air,15:40,17:00,1h 20m,0,2778762,SUB,HLP,Business,30.0,80,5,0,2,Mid-range Flight
30/10/25,Batik Air,16:10,17:00,1h 50m,0,4630600,SIN,CGK,Business,30.0,110,5,0,2,Mid-range Flight
30/10/25,Batik Air,16:25,17:55,1h 30m,0,910557,SUB,CGK,Economy,20.0,90,5,1,0,Budget Flight
30/10/25,Batik Air,16:35,18:00,1h 25m,0,2716589,HLP,SUB,Business,30.0,85,5,0,2,Mid-range Flight
30/10/25,Batik Air,17:30,19:00,1h 30m,0,2790193,SUB,CGK,Business,30.0,90,5,0,2,Mid-range Flight
30/10/25,Batik Air,17:45,20:30,1h 45m,0,1027600,CGK,SIN,Economy,20.0,105,5,1,0,Budget Flight
30/10/25,Batik Air,18:30,21:15,1h 45m,0,1027600,CGK,SIN,Economy,20.0,105,5,1,0,Budget Flight
30/10/25,Batik Air,18:40,20:00,1h 20m,0,2778762,SUB,HLP,Business,30.0,80,5,0,2,Mid-range Flight
30/10/25,Batik Air,18:45,18:45,1h 0m,0,648434,DPS,SUB,Economy,20.0,60,5,1,0,Budget Flight
30/10/25,Batik Air,19:15,20:45,1h 30m,0,1774538,SUB,CGK,Business,30.0,90,5,0,2,Mid-range Flight
30/10/25,Batik Air,20:00,21:30,1h 30m,0,2765519,CGK,SUB,Business,30.0,90,5,0,2,Mid-range Flight
30/10/25,Batik Air,20:15,21:40,1h 25m,0,2716589,HLP,SUB,Business,30.0,85,5,0,2,Mid-range Flight
30/10/25,Batik Air,20:30,20:30,1h 0m,0,648434,DPS,SUB,Economy,20.0,60,5,1,0,Budget Flight
30/10/25,Batik Air,21:25,22:15,1h 50m,0,4630600,SIN,CGK,Business,30.0,110,5,0,2,Mid-range Flight
30/10/25,"Batik Air , Lion Air",13:30,17:35,4h 5m,1,1662480,SUB,SRG,Economy,10.0,245,6,1,0,Budget Flight
30/10/25,Citilink,06:20,09:10,1h 50m,0,1186407,CGK,SIN,Economy,10.0,110,10,1,0,Budget Flight
30/10/25,Citilink,07:05,07:10,1h 5m,0,577816,DPS,SUB,Economy,15.0,65,10,1,0,Budget Flight
30/10/25,Citilink,10:10,11:00,1h 50m,0,1396602,SIN,CGK,Economy,10.0,110,10,1,0,Budget Flight
30/10/25,Citilink,13:30,15:30,1h 0m,0,746569,SUB,DPS,Economy,15.0,60,10,1,0,Budget Flight
30/10/25,Citilink,14:40,16:10,1h 30m,0,875500,CGK,SUB,Economy,10.0,90,10,1,0,Budget Flight
30/10/25,Citilink,15:35,17:10,1h 35m,0,953348,SUB,CGK,Economy,10.0,95,10,1,0,Budget Flight
30/10/25,Citilink,16:45,18:45,1h 0m,0,746569,SUB,DPS,Economy,15.0,60,10,1,0,Budget Flight
30/10/25,Citilink,17:10,20:00,1h 50m,0,757540,CGK,SIN,Economy,10.0,110,10,1,0,Budget Flight
30/10/25,Citilink,20:50,22:25,1h 35m,0,946288,SUB,CGK,Economy,10.0,95,10,1,0,Budget Flight
30/10/25,Garuda Indonesia,05:50,08:35,1h 45m,0,1617100,CGK,SIN,Economy,30.0,105,12,1,0,Budget Flight
30/10/25,Garuda Indonesia,06:55,07:55,2h 0m,0,2806458,SIN,CGK,Economy,30.0,120,12,1,0,Budget Flight
30/10/25,Garuda Indonesia,07:05,10:25,2h 20m,0,2575038,SUB,SIN,Economy,30.0,140,12,1,0,Budget Flight
30/10/25,Garuda Indonesia,12:55,14:00,2h 5m,0,17971313,SIN,CGK,Business,40.0,125,12,0,2,Mid-range Flight
30/10/25,Garuda Indonesia,16:55,17:10,1h 15m,0,6324038,DPS,SUB,Business,30.0,75,12,0,2,Mid-range Flight
30/10/25,Garuda Indonesia,18:00,21:50,3h 50m,1,2615689,SRG,SUB,Economy,20.0,230,12,1,0,Budget Flight
30/10/25,Garuda Indonesia,21:30,22:35,2h 5m,0,11316693,SIN,CGK,Business,40.0,125,12,0,2,Mid-range Flight
30/10/25,Lion Air,03:30,05:00,1h 30m,0,815128,CGK,SUB,Economy,10.0,90,13,1,0,Budget Flight
30/10/25,Lion Air,05:25,06:55,1h 30m,0,910715,CGK,SUB,Economy,15.0,90,13,1,0,Budget Flight
30/10/25,Lion Air,07:00,07:00,1h 0m,0,546000,DPS,SUB,Economy,10.0,60,13,1,0,Budget Flight
30/10/25,Lion Air,07:00,13:55,6h 55m,1,1501730,SRG,SUB,Economy,10.0,415,13,1,0,Budget Flight
30/10/25,Lion Air,07:40,09:10,1h 30m,0,958487,SUB,CGK,Economy,10.0,90,13,1,0,Budget Flight
30/10/25,Lion Air,07:55,09:55,1h 0m,0,566049,SUB,DPS,Economy,10.0,60,13,1,0,Budget Flight
30/10/25,Lion Air,08:20,12:45,4h 25m,1,1519990,SUB,SRG,Economy,10.0,265,13,1,0,Budget Flight
30/10/25,Lion Air,09:00,10:30,1h 30m,0,867438,CGK,SUB,Economy,10.0,90,13,1,0,Budget Flight
30/10/25,Lion Air,10:35,10:35,1h 0m,0,546000,DPS,SUB,Economy,10.0,60,13,1,0,Budget Flight
30/10/25,Lion Air,10:50,12:20,1h 30m,0,867438,CGK,SUB,Economy,10.0,90,13,1,0,Budget Flight
30/10/25,Lion Air,11:00,12:30,1h 30m,0,958487,SUB,CGK,Economy,10.0,90,13,1,0,Budget Flight
30/10/25,Lion Air,11:15,13:15,1h 0m,0,566049,SUB,DPS,Economy,10.0,60,13,1,0,Budget Flight
30/10/25,Lion Air,12:20,14:20,1h 0m,0,566049,SUB,DPS,Economy,10.0,60,13,1,0,Budget Flight
30/10/25,Lion Air,13:30,15:00,1h 30m,0,903926,SUB,CGK,Economy,10.0,90,13,1,0,Budget Flight
30/10/25,Lion Air,13:55,13:55,1h 0m,0,546000,DPS,SUB,Economy,10.0,60,13,1,0,Budget Flight
30/10/25,Lion Air,14:40,16:10,1h 30m,0,815128,CGK,SUB,Economy,10.0,90,13,1,0,Budget Flight
30/10/25,Lion Air,17:05,19:05,1h 0m,0,612721,SUB,DPS,Economy,10.0,60,13,1,0,Budget Flight
30/10/25,Lion Air,17:50,19:50,1h 0m,0,696780,SUB,DPS,Economy,10.0,60,13,1,0,Budget Flight
30/10/25,Lion Air,18:50,20:20,1h 30m,0,867438,CGK,SUB,Economy,10.0,90,13,1,0,Budget Flight
30/10/25,Lion Air,19:45,19:45,1h 0m,0,530700,DPS,SUB,Economy,10.0,60,13,1,0,Budget Flight
30/10/25,Lion Air,20:00,21:30,1h 30m,0,799626,SUB,CGK,Economy,10.0,90,13,1,0,Budget Flight
30/10/25,Lion Air,20:30,20:30,1h,0,534071,DPS,SUB,Economy,10.0,60,13,1,0,Budget Flight
30/10/25,Lion Air,21:00,22:30,1h 30m,0,799626,SUB,CGK,Economy,10.0,90,13,1,0,Budget Flight
30/10/25,Malaysia Airlines,04:25,16:40,11h 15m,1,1125400,CGK,SIN,Economy,20.0,675,16,1,0,Budget Flight
30/10/25,Malaysia Airlines,09:40,18:35,7h 55m,1,1125400,CGK,SIN,Economy,20.0,475,16,1,0,Budget Flight
30/10/25,Malaysia Airlines,12:15,18:35,5h 20m,1,1125400,CGK,SIN,Economy,20.0,320,16,1,0,Budget Flight
30/10/25,Malaysia Airlines,15:40,00:30,7h 50m,1,1125400,CGK,SIN,Economy,20.0,470,16,1,0,Budget Flight
30/10/25,Malaysia Airlines,15:50,00:30,7h 40m,1,1509000,SUB,SIN,Economy,20.0,460,16,1,0,Budget Flight
30/10/25,Malaysia Airlines,18:25,09:10,14h 45m,1,7716579,CGK,SUB,Business,30.0,885,16,0,2,Mid-range Flight
30/10/25,Malaysia Airlines,19:55,09:05,12h 10m,1,1125400,CGK,SIN,Economy,20.0,730,16,1,0,Budget Flight
30/10/25,Pelita Air,06:10,07:40,1h 30m,0,832454,SUB,CGK,Economy,10.0,90,17,1,0,Budget Flight
30/10/25,Pelita Air,06:40,08:15,1h 35m,0,960268,CGK,SUB,Economy,10.0,95,17,1,0,Budget Flight
30/10/25,Pelita Air,07:55,10:45,1h 50m,0,1249000,CGK,SIN,Economy,20.0,110,17,1,0,Budget Flight
30/10/25,Pelita Air,08:30,10:05,1h 35m,0,960268,CGK,SUB,Economy,10.0,95,17,1,0,Budget Flight
30/10/25,Pelita Air,10:40,12:15,1h 35m,0,960268,CGK,SUB,Economy,10.0,95,17,1,0,Budget Flight
30/10/25,Pelita Air,11:40,12:25,1h 45m,0,1451819,SIN,CGK,Economy,20.0,105,17,1,0,Budget Flight
30/10/25,Pelita Air,13:35,15:00,1h 25m,0,1763600,CGK,SUB,Business,30.0,85,17,0,2,Mid-range Flight
30/10/25,Pelita Air,14:25,16:00,1h 35m,0,960268,CGK,SUB,Economy,10.0,95,17,1,0,Budget Flight
30/10/25,Pelita Air,17:15,18:50,1h 35m,0,960268,CGK,SUB,Economy,10.0,95,17,1,0,Budget Flight
30/10/25,Scoot,07:30,09:00,2h 30m,0,1874485,SIN,SUB,Economy,10.0,150,18,1,0,Budget Flight
30/10/25,Scoot,09:35,12:25,1h 50m,0,945116,CGK,SIN,Economy,10.0,110,18,1,0,Budget Flight
30/10/25,Scoot,09:45,13:05,2h 20m,0,1691333,SUB,SIN,Economy,10.0,140,18,1,0,Budget Flight
30/10/25,Scoot,11:20,14:05,1h 45m,0,1121116,CGK,SIN,Economy,10.0,105,18,1,0,Budget Flight
30/10/25,Scoot,20:10,23:00,1h 50m,0,1121116,CGK,SIN,Economy,10.0,110,18,1,0,Budget Flight
30/10/25,Singapore Airlines,05:25,08:05,1h 40m,0,8606154,CGK,SIN,Business,40.0,100,19,0,2,Mid-range Flight
30/10/25,Singapore Airlines,06:50,07:35,1h 45m,0,12941606,SIN,CGK,Business,40.0,105,19,0,2,Mid-range Flight
30/10/25,Singapore Airlines,07:50,09:20,2h 30m,0,2555017,SIN,SUB,Economy,25.0,150,19,1,0,Budget Flight
30/10/25,Singapore Airlines,10:15,13:35,2h 20m,0,6917389,SUB,SIN,Business,40.0,140,19,0,2,Mid-range Flight
30/10/25,Singapore Airlines,14:10,15:40,2h 30m,0,20387391,SIN,SUB,Business,40.0,150,19,0,2,Mid-range Flight
30/10/25,Singapore Airlines,16:25,17:50,2h 25m,0,14578737,SIN,SUB,Business,40.0,145,19,0,2,Mid-range Flight
30/10/25,Super Air Jet,13:30,15:30,1h 0m,0,606125,SUB,DPS,Economy,15.0,60,20,1,0,Budget Flight
30/10/25,Super Air Jet,16:10,16:10,1h 0m,0,575900,DPS,SUB,Economy,10.0,60,20,1,0,Budget Flight
30/10/25,TransNusa,07:45,10:40,1h 55m,0,1249000,CGK,SIN,Economy,20.0,115,22,1,0,Budget Flight
30/10/25,TransNusa,11:40,12:25,1h 45m,0,1404000,SIN,CGK,Economy,20.0,105,22,1,0,Budget Flight
30/10/25,TransNusa,11:45,14:40,1h 55m,0,1049000,CGK,SIN,Economy,20.0,115,22,1,0,Budget Flight
30/10/25,Wings Air,10:00,11:10,1h 10m,0,899480,SRG,SUB,Economy,10.0,70,23,1,0,Budget Flight
30/10/25,Wings Air,14:30,15:25,55m,0,808430,SUB,SRG,Economy,10.0,55,23,1,0,Budget Flight
31/10/25,AirAsia,11:10,14:00,1h 50m,0,849484,CGK,SIN,Economy,10.0,110,1,1,0,Budget Flight
31/10/25,AirAsia,16:30,19:20,1h 50m,0,800621,CGK,SIN,Economy,10.0,110,1,1,0,Budget Flight
